Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Non-Travel,Research & Development,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,No,10,9,7,5
50,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,4,Research Director,1,Married,Yes,25,3,1,2
40,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,2,3,Sales Executive,2,Single,Yes,9,5,1,0
52,Yes,Travel_Rarely,Sales,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,Yes,10,8,7,7
30,No,Travel_Rarely,Research & Development,4,Medical,2,Female,3,3,Manager,1,Married,Yes,9,9,0,8
39,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,No,9,8,1,7
31,No,Non-Travel,Sales,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,Yes,10,10,9,6
41,No,Non-Travel,Sales,2,Medical,3,Male,1,2,Sales Executive,2,Single,No,19,19,11,9
31,Yes,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,Yes,3,3,2,2
44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,No,10,3,1,2
42,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,3,4,Manager,3,Married,Yes,21,20,2,10
55,No,Travel_Rarely,Research & Development,2,Medical,4,Female,1,5,Manager,3,Married,No,23,19,9,11
56,No,Travel_Rarely,Human Resources,4,Life Sciences,4,Male,3,5,Manager,2,Single,No,36,7,7,7
40,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,No,6,4,0,0
34,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,No,10,9,1,6
40,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,No,9,9,8,8
41,No,Travel_Frequently,Sales,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,No,10,9,1,7
35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,Yes,9,9,1,1
51,No,Travel_Rarely,Human Resources,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,Yes,33,33,0,10
38,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,No,11,7,1,7
34,No,Travel_Rarely,Sales,2,Medical,3,Female,3,2,Sales Executive,1,Single,No,10,10,9,6
25,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,No,7,3,1,2
58,Yes,Travel_Rarely,Research & Development,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,Yes,31,10,5,9
40,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,No,7,4,0,3
36,No,Travel_Frequently,Sales,3,Marketing,1,Female,4,2,Sales Executive,1,Married,No,17,15,6,13
48,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,No,11,10,0,8
27,No,Travel_Rarely,Sales,3,Medical,3,Female,4,1,Sales Representative,4,Married,No,5,1,0,0
51,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,No,29,5,0,3
18,No,Non-Travel,Research & Development,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,No,0,0,0,0
35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,No,10,9,0,0
27,No,Travel_Frequently,Sales,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,No,8,6,0,0
55,Yes,Travel_Rarely,Sales,4,Marketing,1,Male,4,4,Sales Executive,3,Single,Yes,24,19,3,8
56,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,Yes,33,19,15,9
34,No,Non-Travel,Research & Development,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,No,5,5,0,0
40,No,Travel_Rarely,Research & Development,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,No,15,12,11,8
34,No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,No,10,8,7,7
31,Yes,Travel_Frequently,Sales,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,No,3,1,0,0
35,Yes,Travel_Frequently,Sales,4,Marketing,4,Female,3,2,Sales Executive,3,Married,Yes,5,4,3,2
38,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,No,4,4,0,3
34,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,No,14,14,4,11
28,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,No,5,5,0,4
31,Yes,Travel_Rarely,Research & Development,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,Yes,10,10,6,7
39,No,Travel_Rarely,Sales,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,Yes,8,5,1,4
51,No,Travel_Frequently,Sales,3,Marketing,2,Male,3,3,Sales Executive,2,Married,No,14,4,3,2
41,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,Yes,12,6,3,3
37,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,Yes,8,6,1,3
33,No,Travel_Frequently,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,No,8,5,1,2
32,No,Travel_Rarely,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,Married,Yes,4,3,1,2
39,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,No,13,6,0,5
25,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,No,6,3,1,2
52,No,Travel_Frequently,Research & Development,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,Yes,24,5,0,2
43,No,Travel_Rarely,Research & Development,3,Medical,1,Female,2,2,Research Scientist,3,Single,Yes,20,20,1,8
27,No,Travel_Rarely,Sales,3,Marketing,4,Female,2,2,Sales Executive,4,Married,Yes,6,6,4,4
27,Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,Yes,8,8,7,7
26,No,Travel_Rarely,Research & Development,1,Medical,1,Male,2,1,Research Scientist,4,Single,No,5,4,1,1
42,No,Travel_Rarely,Human Resources,3,Human Resources,3,Female,3,4,Manager,1,Married,No,21,20,0,9
52,No,Travel_Rarely,Research & Development,4,Other,3,Female,3,1,Laboratory Technician,1,Married,No,12,5,0,4
37,No,Travel_Rarely,Research & Development,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,No,8,3,0,2
35,No,Travel_Frequently,Research & Development,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,No,10,2,2,2
25,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,No,7,3,0,2
26,No,Travel_Rarely,Research & Development,3,Other,3,Male,4,1,Laboratory Technician,1,Single,No,8,7,0,7
29,No,Travel_Rarely,Human Resources,3,Other,2,Male,2,3,Human Resources,1,Single,No,10,10,0,9
49,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,No,20,4,1,3
29,Yes,Travel_Frequently,Research & Development,1,Other,3,Female,3,3,Healthcare Representative,4,Single,Yes,9,8,7,7
54,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,4,Research Director,4,Single,No,29,20,12,7
58,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,5,Research Director,1,Married,Yes,32,9,1,5
55,No,Travel_Rarely,Research & Development,4,Medical,2,Male,4,4,Research Director,4,Divorced,No,31,7,0,0
36,No,Travel_Rarely,Sales,4,Marketing,1,Female,3,2,Sales Executive,2,Single,Yes,15,5,0,1
31,Yes,Travel_Frequently,Sales,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,No,1,1,0,0
30,No,Travel_Rarely,Sales,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,No,8,3,0,2
31,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,3,4,Research Director,2,Single,No,9,3,1,0
34,No,Travel_Frequently,Research & Development,4,Other,4,Male,3,1,Research Scientist,1,Divorced,No,10,4,1,3
31,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,No,1,1,0,0
27,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,No,6,5,1,4
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,No,10,10,1,8
36,No,Travel_Rarely,Sales,4,Marketing,3,Female,2,2,Sales Executive,1,Married,No,11,3,0,2
47,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,No,17,6,1,2
25,Yes,Travel_Rarely,Sales,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,No,6,3,2,2
37,No,Non-Travel,Research & Development,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,No,7,6,1,3
56,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,No,5,3,1,0
47,No,Travel_Rarely,Research & Development,4,Medical,1,Female,3,4,Research Director,3,Married,No,26,20,5,6
24,No,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,3,Married,Yes,5,5,0,3
32,No,Travel_Rarely,Sales,5,Marketing,4,Male,3,2,Sales Executive,4,Married,No,7,4,0,3
34,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,No,7,5,0,2
41,No,Travel_Rarely,Research & Development,5,Medical,2,Male,4,1,Research Scientist,3,Married,Yes,7,4,0,3
40,No,Non-Travel,Research & Development,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,No,11,8,0,7
31,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,No,13,13,9,9
46,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,No,28,7,4,3
39,Yes,Non-Travel,Research & Development,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,Yes,11,1,0,0
31,Yes,Travel_Frequently,Research & Development,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,No,10,10,4,7
45,No,Travel_Rarely,Research & Development,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,Yes,24,7,0,7
31,No,Travel_Rarely,Human Resources,2,Medical,4,Female,4,1,Human Resources,2,Single,No,8,3,0,2
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,Yes,7,2,2,2
45,No,Travel_Rarely,Research & Development,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,Yes,10,3,1,2
48,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,No,15,2,2,2
34,Yes,Travel_Rarely,Human Resources,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,No,2,2,2,2
40,No,Non-Travel,Research & Development,1,Medical,4,Male,2,3,Research Director,2,Divorced,No,16,9,4,8
28,No,Travel_Rarely,Sales,3,Medical,4,Male,3,2,Sales Executive,1,Single,No,6,5,1,3
44,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,No,7,5,0,3
53,No,Travel_Rarely,Research & Development,3,Medical,4,Male,4,4,Research Director,2,Single,No,35,9,8,8
49,No,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,No,20,3,1,2
40,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,No,8,3,1,2
44,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,2,Single,No,6,5,1,3
33,No,Travel_Frequently,Sales,3,Medical,4,Male,3,2,Sales Executive,1,Married,No,5,4,0,3
34,No,Travel_Rarely,Sales,3,Other,4,Male,1,2,Sales Executive,1,Single,No,15,13,3,12
30,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,No,4,2,2,2
42,No,Travel_Frequently,Research & Development,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,No,12,12,5,8
44,No,Travel_Frequently,Sales,5,Marketing,1,Female,3,2,Sales Executive,3,Married,No,11,1,0,0
30,No,Non-Travel,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,No,1,1,0,0
57,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,4,2,Research Scientist,3,Married,No,13,12,2,8
49,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,No,29,8,0,7
34,No,Travel_Frequently,Research & Development,3,Medical,2,Male,3,4,Research Director,1,Divorced,No,16,14,6,9
28,Yes,Travel_Frequently,Sales,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,No,5,3,1,2
29,Yes,Travel_Frequently,Sales,3,Technical Degree,1,Female,3,2,Sales Executive,2,Single,No,7,5,0,0
34,Yes,Travel_Rarely,Sales,4,Medical,1,Female,2,2,Sales Executive,2,Single,Yes,16,15,10,10
35,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,3,1,Sales Representative,3,Married,No,1,1,0,0
24,Yes,Travel_Frequently,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,Yes,4,0,0,0
24,No,Non-Travel,Sales,2,Life Sciences,4,Female,3,1,Sales Representative,2,Married,No,1,1,0,0
44,No,Travel_Frequently,Research & Development,1,Medical,2,Male,3,3,Manufacturing Director,3,Single,Yes,16,2,2,2
29,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,No,10,10,0,4
30,No,Travel_Rarely,Human Resources,3,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,No,6,5,1,3
55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,Married,Yes,4,3,1,2
33,No,Travel_Rarely,Research & Development,4,Medical,1,Female,2,1,Laboratory Technician,2,Married,No,8,5,0,2
47,No,Travel_Rarely,Sales,3,Medical,3,Female,3,2,Sales Executive,3,Married,Yes,11,5,1,2
28,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,No,8,0,0,0
28,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,No,1,1,0,0
28,No,Travel_Frequently,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,1,Single,No,5,4,1,3
49,No,Travel_Rarely,Research & Development,2,Medical,3,Female,2,2,Laboratory Technician,1,Married,No,10,3,1,2
29,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,No,4,3,0,2
28,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,1,2,Manufacturing Director,2,Married,No,8,8,1,7
33,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Healthcare Representative,3,Single,Yes,14,0,0,0
32,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,3,Manager,4,Single,No,10,5,0,0
54,No,Travel_Frequently,Research & Development,4,Medical,2,Female,3,4,Manager,4,Divorced,No,26,14,1,12
29,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,2,1,Research Scientist,1,Single,No,11,9,0,7
44,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,1,Married,No,24,20,14,17
39,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,No,9,2,2,2
46,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Manager,2,Married,No,23,13,5,1
35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,Single,No,11,11,3,3
23,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,No,5,4,1,2
40,Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,No,15,5,1,0
34,No,Travel_Rarely,Sales,3,Technical Degree,4,Male,2,3,Sales Executive,3,Married,Yes,10,10,8,6
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,No,7,7,7,7
50,No,Travel_Frequently,Research & Development,5,Medical,3,Male,1,4,Research Director,4,Single,Yes,32,32,13,9
34,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,3,1,Sales Representative,3,Married,Yes,12,11,5,7
42,No,Travel_Rarely,Research & Development,3,Medical,3,Male,2,1,Laboratory Technician,2,Married,No,4,1,0,0
37,No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,2,Research Scientist,4,Married,No,10,10,3,7
29,No,Travel_Rarely,Research & Development,1,Other,3,Female,1,2,Healthcare Representative,1,Married,No,9,7,0,7
33,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,2,Manufacturing Director,2,Single,No,5,5,0,2
45,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,4,Married,No,8,5,0,3
42,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Married,Yes,24,20,13,9
40,No,Travel_Rarely,Sales,2,Medical,1,Male,3,2,Sales Executive,1,Married,No,9,8,7,1
33,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,2,Laboratory Technician,3,Married,Yes,15,15,5,7
40,No,Travel_Rarely,Human Resources,2,Medical,3,Male,3,4,Manager,4,Single,Yes,21,21,7,7
24,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,Divorced,No,2,1,0,0
40,No,Non-Travel,Research & Development,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,Yes,8,2,2,2
45,No,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,No,10,10,7,7
35,No,Travel_Rarely,Sales,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,No,6,5,4,2
32,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,No,12,7,2,5
36,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,Yes,7,3,1,2
48,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,No,18,8,7,7
29,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,1,Research Scientist,3,Married,No,5,1,0,0
33,No,Travel_Rarely,Sales,4,Life Sciences,1,Male,3,2,Sales Executive,1,Married,No,8,2,2,2
30,Yes,Travel_Rarely,Sales,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,No,10,10,6,7
38,No,Travel_Frequently,Human Resources,4,Human Resources,3,Male,3,2,Human Resources,3,Married,No,10,6,1,2
35,No,Travel_Rarely,Research & Development,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,No,3,3,1,2
30,No,Travel_Rarely,Sales,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,No,9,4,1,3
35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,Yes,1,1,0,0
53,Yes,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,No,34,33,1,9
38,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,No,7,5,1,4
32,No,Non-Travel,Research & Development,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,No,9,6,1,2
48,No,Travel_Rarely,Research & Development,4,Other,3,Female,3,1,Research Scientist,1,Married,No,10,8,7,6
34,No,Travel_Rarely,Research & Development,4,Medical,1,Male,3,1,Research Scientist,4,Single,No,1,1,0,0
55,No,Travel_Rarely,Sales,5,Marketing,3,Male,2,5,Manager,4,Married,No,36,36,2,13
34,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,2,Research Scientist,4,Married,No,9,2,2,1
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,No,1,1,0,0
38,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,No,10,9,7,7
38,No,Travel_Rarely,Sales,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,No,8,3,1,2
36,No,Travel_Rarely,Sales,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,No,15,1,0,0
29,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,Yes,10,10,1,5
35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,Yes,10,5,0,4
39,No,Travel_Rarely,Sales,3,Medical,4,Male,4,3,Sales Executive,3,Married,No,11,7,7,6
29,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,No,6,6,1,3
50,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,5,Manager,3,Married,Yes,27,1,0,0
23,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,No,4,2,2,2
36,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,Yes,9,3,0,2
42,No,Travel_Rarely,Research & Development,2,Other,4,Male,2,5,Manager,4,Single,No,24,1,0,1
35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,No,10,10,6,8
34,No,Travel_Frequently,Research & Development,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,No,8,8,7,7
40,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,No,5,5,1,2
43,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,No,8,6,0,2
35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,No,1,1,0,1
46,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,4,4,Manager,1,Single,No,27,26,0,12
28,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,Yes,1,1,0,0
22,No,Non-Travel,Research & Development,2,Other,2,Female,2,1,Research Scientist,3,Married,Yes,4,4,1,3
50,No,Travel_Frequently,Research & Development,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,Yes,32,30,12,13
32,No,Travel_Rarely,Research & Development,4,Other,2,Female,4,1,Research Scientist,4,Married,No,6,3,0,2
44,No,Travel_Rarely,Research & Development,3,Medical,2,Female,3,5,Research Director,4,Divorced,Yes,23,22,1,10
30,No,Travel_Rarely,Research & Development,3,Medical,2,Male,2,1,Research Scientist,2,Married,No,6,6,1,1
45,No,Travel_Rarely,Research & Development,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,Yes,10,10,1,4
45,No,Non-Travel,Sales,3,Marketing,1,Male,2,2,Sales Executive,1,Married,No,10,10,4,5
31,No,Travel_Frequently,Sales,4,Other,4,Male,3,2,Sales Executive,1,Single,No,10,5,0,3
36,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,Yes,7,3,1,1
34,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,No,9,9,7,2
49,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,No,10,9,1,4
39,No,Travel_Rarely,Research & Development,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,No,10,7,7,7
27,No,Travel_Rarely,Research & Development,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,No,7,7,0,7
35,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,No,16,16,1,10
28,No,Travel_Rarely,Research & Development,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,No,6,5,0,0
21,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,1,Research Scientist,4,Single,No,3,2,2,2
18,Yes,Travel_Frequently,Sales,2,Medical,2,Female,3,1,Sales Representative,4,Single,Yes,0,0,0,0
47,No,Travel_Rarely,Human Resources,4,Life Sciences,4,Female,3,5,Manager,3,Married,No,27,5,1,0
39,No,Travel_Rarely,Research & Development,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,No,11,10,0,7
40,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,No,18,18,14,12
35,No,Non-Travel,Research & Development,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,No,15,14,2,9
37,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,No,9,4,0,2
39,No,Travel_Frequently,Research & Development,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,No,10,9,3,8
45,No,Travel_Rarely,Research & Development,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,No,10,10,3,9
38,No,Travel_Rarely,Research & Development,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,Yes,10,5,0,2
35,Yes,Travel_Rarely,Sales,3,Medical,4,Male,2,3,Sales Executive,1,Married,No,15,13,6,0
37,No,Travel_Rarely,Research & Development,3,Medical,2,Female,3,1,Research Scientist,2,Married,No,8,8,7,7
40,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,Yes,18,4,3,3
44,No,Travel_Frequently,Human Resources,5,Human Resources,1,Male,3,2,Human Resources,4,Married,Yes,14,10,0,2
48,No,Travel_Frequently,Research & Development,5,Medical,3,Male,2,4,Manager,4,Married,No,23,2,2,2
35,Yes,Travel_Rarely,Sales,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,Yes,7,2,2,2
24,No,Travel_Frequently,Research & Development,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,Yes,6,6,1,3
27,No,Travel_Rarely,Research & Development,3,Medical,2,Female,4,1,Research Scientist,3,Married,No,5,3,0,2
27,No,Travel_Frequently,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,Single,No,6,4,1,2
40,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,Yes,10,4,0,3
29,No,Travel_Rarely,Sales,3,Medical,3,Male,2,2,Sales Executive,3,Single,No,8,5,1,4
36,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,No,9,3,0,2
25,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,No,7,7,0,7
39,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,No,7,5,1,0
49,No,Travel_Rarely,Research & Development,4,Other,1,Female,3,4,Research Director,2,Married,No,27,4,1,2
50,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,No,19,14,1,11
20,No,Travel_Rarely,Sales,3,Medical,3,Female,3,1,Sales Representative,3,Single,No,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,No,11,11,7,9
